empresa,url,email,telefono,direccion,error
MUNDOARTI GLOBAL SL,https://www.mundoarti.com/,contacto@mundoarti.com,,,
MYLAN PHARMACEUTICALS SL,https://www.viatris.es/,,,,
NOCTURNA TEAM SL,https://lamisionoficial.com/contacto/,info@nocturnateam.com,,,
OESIA NETWORKS SL,https://grupooesia.com/,,725683139,,
ORACLE IBERICA SRL,https://www.oracle.com/es/,,,,
PADECASA OBRAS Y SERVICIOS SA ASFALTOS VICALVARO SL,https://www.padecasa.com/,padecasa@padecasa.com,,"Calle Perú número 6, 28290 Las Rozas, Madrid 
+34 91 636 42 40
padecasa@padecasa.com

FAX: +34 91 630 03 31",
PAVASAL EMPRESA CONSTRUCTORA SA,https://www.pavasal.com/,central@pavasal.com,,"Calle Tres Forques, 149
				Polígono Industrial Vara de Quart
				46014 - Valencia
			




























            DELEGACIONES
            







QUART DE POBLET
				Ctra. A-3 Madrid-Valencia,
				pk. 343, 46930.
				961 920 809
			



ALICANTE
				Av. Alcalde Lorenzo Carbonell, 59, 03008.
				965 111 267
			



CASTELLÓN
				Pol. ind. Los Cipreses, nave 64, 12006.
				964 255 057
			



MADRID
				C/ Maudes, 51, planta 2ª, 28003.
				915 541 405
			



MURCIA
				C/ Huerto Pomares, 2C, 30005.
				968 297 217
			



OLIVA
				Carretera	Oliva-Pego, Km 4, 46780.
				962 851 566
			






Web interna


















Aviso legal


Política de privacidad


Política de cookies





 

 




 Copyright Pavasal Empresa Constructora, S.A. 2023",
PRIMUSIC CARMEN PRIETO SL,https://empresite.eleconomista.es/PRIMUSIC-CARMEN-PRIETO.html,,,,
PROSER SISTEMAS MEDICOS SL,https://es.linkedin.com/company/proser-sistemas-medicos-sl,,,"Plaza Vista Bahía, 4, Astillero, Cantabria, Spain.
          



          Sitio web
      


      http://prosersm.com/
      

Enlace externo para Proser Sistemas Medicos SL




          Sector
      

        
                  Sanidad, bienestar y ejercicio
                
      



          Tamaño de la empresa
      

        
                  

    
    
    
    
    
    
    
    
    

        De 11 a 50 empleados
  

                
      



          Sede
      

        
                    Astillero, Cantabria
                
      



          Tipo
      

        
                  Empresa propia
                
      



          Fundación
      

        
                  2005
                
      

 






            Ubicaciones
          





                    Principal
                  


                      PLAZA VISTA BAHÍA, 4
                    
 
                          Astillero, Cantabria 39610, ES
                    


      Cómo llegar
      



 

                      Calle Navas de Tolosa, 7
                    
 
                          Jaén, Andalucía 23003, ES
                    


      Cómo llegar
      



 

                      Calle Rafael Pillado Mourelle, 25
                    
 
                          Algete, Comunidad de Madrid 28110, ES
                    


      Cómo llegar
      








            Empleados en Proser Sistemas Medicos SL
          








 
            
        Jorge García Barranco




              
        Biomedical engineer
      
            

 








 
            
        Ignacio García Rubiano




              
        Field Service Engineer | Biomedical & Clinical Engineer | Medical Imaging Specialist
      
            

 








 
            
        Camilo Arana Rivillas




              
        Biomedical Engineer |  MSc in Robotics and Automation | Field Service Engineer
      
            

 





          Ver todos los empleados
        








              Páginas asociadas
            











            
        Proser Medical Parts
      
 




 








              Páginas similares
            













            
        SISTEMAS MEDICOS
      
 

              
        Hospitales y atención sanitaria
      
            



 











            
        APR Salud
      
 

              
        Hospitales y atención sanitaria
      
            

              
        Alcobendas, Community of Madrid
      
            


 











            
        Elekta
      
 

              
        Fabricación de equipo médico
      
            



 











            
        IDOM Consulting, Engineering, Architecture
      
 

              
        Servicios de ingeniería
      
            



 











            
        Orliman
      
 

              
        Servicios médicos
      
            

              
        La Pobla de Vallbona, Valencia
      
            


 











            
        United Imaging Healthcare Europe
      
 

              
        Fabricación de equipo médico
      
            

              
        Warsaw, Masovian District
      
            


 











            
        Beckman Coulter Diagnostics
      
 

              
        Fabricación de equipo médico
      
            

              
        Brea, California
      
            


 











            
        Intuitive
      
 

              
        Fabricación de equipo médico
      
            

              
        California, 94086
      
            


 











            
        BD
      
 

              
        Fabricación de equipo médico
      
            

              
        Franklin Lakes, New Jersey
      
            


 











            
        Metalcer
      
 

              
        Construcción
      
            

              
        Paracuellos de Jarama, Community of Madrid
      
            


 





                
            Mostrar más páginas similares
          
              


                
            Mostrar menos páginas similares
          
              















LinkedIn

© 2025",
PROSOL INGENIERIA SL,https://www.prosol.com/,info@prosol.com,,"caminos se cruzaron, en OPPLUS nos hemos sentido guiados y apoyados por PROSOL, nuestro compañero tecnológico. 
Están comprometidos con sus clientes, desde el departamento de gestión de cuentas, pasando por proyectos, compras y terminando por el soporte, todos grandes profesionales. Cumpliendo con los objetivos y mirando siempre por la mejora de nuestros servicios con las últimas tecnologías y tendencias. 
Aconsejables al 100",
PROYECTOS DE INGENIERIA EXTREMENOS SL,https://www.prodiex.com/,info@prodiex.com,,"Caminos, Canales y Puertos y Técnicos de Obras Públicas
Arquitecto y Arquitecto Técnico
Ingeniero Técnico Industrial
Ingeniero Técnico en Topografía
Técnico Superior en Prevención de Riesgos laborales.
Técnico en gestión Medioambiental
Auxiliares y Vigilantes Técnicos de Obra
Administrativos











La formación de dicho personal, por otra parte, se ha visto completada con estudios de postgrado, así como cursos de especialización en el software técnico del que dispone la empresa.














Además, PRODIEX cuenta con la colaboración permanente de profesionales independientes y empresas especializadas en distintos sectores, lo que le permite abordar multitud de proyectos de ingeniería. Merecen destacarse las siguientes titulaciones:















Geólogos
Ingenieros Industriales
Ingenieros Agrónomos
Arqueólogos
Biólogos















Las empresas que colaboran asiduamente con PRODIEX pertenecen a los ámbitos de:















Cartografía y topografía
Geología y geotécnica
Tratamiento de aguas
Informática y diseño
Medioambiente























CONTACTO













Calle Pamplona, 45, Polígono Industrial El Prado, 06800 Mérida (Badajoz) 














(+34) 924 303 647",
REDONDO Y GARCIA SA,https://www.redondoygarcia.com/,,,,
RUBEN SANCHEZ GALLEGO,https://www.einforma.com/informacion-empresa/sanchez-gallego-ruben-malaga,20clientes@einforma.comContacta,,,
SAILO BUSINESS SL,https://www.sailobusiness.com/somos.html,,,,
SERVEIS DE L ESPECTACLE FOCUS SA,https://www.focus.cat/es/,infobcn@focus.cat,,,
SERVICIOS ARTISTICOS INSULARES SLU,https://serviciosartisticosinsulares.es/,,,,
SHARP ELECTRONICS EUROPE LIMITED SUCURSAL EN ESPANA,https://www.sharp.es/sharp-B2B-espa%C3%B1a,,,"camino, también podría considerarse nuestro primer producto ambientalmente responsable.En 2019 formulamos SHARP Eco Vision 2050",
SIEMENS HEALTHCARE SLU,https://www.siemens-healthineers.com/es,Grupodataprivacy.func@siemens-healthineers.comSuscripci,774130973,"Calle Mahonia, 2, Planta 4",
SOLEDAD SANCHEZ JAPON,https://www.facebook.com/soledad.sanchezjapon/,,,,
STUDIO SAWU SL,https://www.sawustudio.com/,,,,
SUMA SOCIAL Y SERVICIOS SLU,https://www.sumaempleo.com/,,,,
SUMINISTROS Y MANTENIMIENTOS CAP SL,https://www.suministroscap.com/,info@suministroscap.es,	918334449,,
SUR DE IMPORTACION Y EXPORTACION DE NAVALEZ DE CADIZ SL,/search?num=7,,,,"Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""/search?num=7"", waiting until ""load""
"
SYRUP SL,https://www.iberinform.es/empresa/9752764/syrup,,963286127,,
THE & PARTNERSHIP IBERIA PUBLICIDAD SL,https://empresite.eleconomista.es/THE-PARTNERSHIP-IBERIA-PUBLICIDAD.html,,,,
TRASYTEL 2015 SL,https://empresite.eleconomista.es/TRASYTEL-2015.html,,,,
TUBERIAS Y MONTAJES SAN JOSE SL,https://www.iberinform.es/empresa/684150/tuberias-y-montajes-san-jose,, 750319699,,
UNION PROTECCION CIVIL SL,http://unionproteccioncivil.es/,canaldenuncias@unionproteccioncivil.es,,"Avenida Isabel la Católica 1c-d 02005 Albacete       
                       Madrid    Calle Velazquez, 86B 28006 Madrid Edificio IBC                       Palma de Mallorca    Carrer Gremi Fusters, 33 07009 Palma Edificio Vip Asima                       Málaga    Calle Trinidad Grund, 21 29001 Málaga Edificio Centro, 3º                         Canal de denuncias     Nos importa tu bienestar como parte de la familia de UPC, si tienes que comunicarnos cualquier incidencia puedes hacerlo a través de este formulario o a través del correo electrónico: canaldenuncias@unionproteccioncivil.es Tus datos serán totalmente confidenciales.      
Por favor, activa JavaScript en tu navegador para completar este formulario.
Nombre *Empresa *Correo electrónico *Mensaje (opcional)Enviar

                          LOCALIZACIÓN Avenida Isabel la Católica, 1  02005, ALBACETE  967 66 36 46        EMPRESA DE SEGURIDAD Vigilancia Presencial  Servicio Acuda  Escoltas Privados  Planes de Emergencia  Servicio de Rondas Perimetrales  Vigilancia con Guía Canino  Guardería Rural  Auxiliares o Controladores  Asesoría Cinegética  Autoprotección  Centro de Formación       CENTRO DE FORMACIÓN  Formación bonificada  Formación subvencionada  Formación privada              Copyright © 2025",
URBAN CENTRAL IBERUM GESTION SL,https://www.plataformacentraliberum.com/,info@plataformacentraliberum.com,,,
UROMAC SYSTEMS SA,https://uromac.com/,info@uromac.com,,,
UTE BABEL ATOS GISS 2022 7210,https://contrataciondelestado.es/wps/portal/!ut/p/b0/04_Sj9CPykssy0xPLMnMz0vMAfIjU1JTC3Iy87KtUlJLEnNyUuNzMpMzSxKTgQr0w_Wj9KMyU1zLcvQjvTwiDB0DvUKCyrQjAsMMwl3NcyIDym1t9Qtycx0BlhlcQg!!/,,,,
UTE RETRASOL,https://cincodias.elpais.com/directorio-empresas/empresa/5894851/ute-irmasol-sociedad-anonima-y-arcos-ambiental-sociedad-limitada-ley-18%2F1982,calidad.iberinform@iberinform.esDestacadas,,"Calle 3 Nave 114, POLIGONO INDUSTRIAL SAN NICOLAS. 41500, Alcala De Guadaira (Sevilla). EspañaACTIVIDAD CNAE3821 TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS NO PELIGROSOS INFORME COMERCIAL Y DE RIESGO DE 
                              UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTEOBJETO SOCIAL O ACTIVIDADLA GESTION DE RESIDUOS NO PELIGROSOS. PROCEDENTES DE LOS CENTROS DE TRABAJOE INSTLACIONES DE EMASESA -N 074/2012-WEB-CONSULTE EL INFORME COMPLETO DE UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTEMás información de UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTEUTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTE, es una entidad situada en Calle 3 Nave 114, POLIGONO INDUSTRIAL SAN NICOLAS. 41500, Alcala De Guadaira (Sevilla) UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTE tiene la forma jurídicaUnión Temporal de Empresas. Su actividad CNAE es Tratamiento y eliminación de residuos no peligrosos. Dónde se ubica UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTE  Evolución de ventas UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982 UTE2022AÑOTOTALVARIACIÓN (%)2021CONSULTARN/A2022CONSULTARN/ACONSULTE EL INFORME COMPLETO DE UTE IRMASOL SOCIEDAD ANONIMA Y ARCOS AMBIENTAL SOCIEDAD LIMITADA LEY 18/1982",
UTE ROMA INGENIEROS CONSULTORES SL INCRESCENDO CONSULTORES SL,https://romaingenieros.net/,830romaingenieros@romaingenieros.net,,,
VALORIZA SERVICIOS MEDIOAMBIENTALES SA,https://www.valorizasm.com/es/,info.valorizamamb@valorizasm.com,,,
VISTALEGRE SOLUTIONS SL,https://www.vistalegre.com/,soluciones@vistalegre.com,,"Calle Del Transporte, 1141",
WOOCLAP SA,https://www.wooclap.com/es/,,,,
